Unnamed: 0,CPU,category,GPU,motherBoard,Ram,SSD,PowerSupply,cabinates,price
235,,GPU,Inno3D NVIDIA GEFORCE GTX 1630 TWIN X2 OC 4 GB GDDR6 Graphics Card,,,,,,14999
236,,GPU,MSI NVIDIA GeForce RTX 3080 Ti GAMING X TRIO 12G 12 GB GDDR6X Graphics Card,,,,,,149999
237,,GPU,ZOTAC NVIDIA RTX 3090 Trinity OC 24 GB GDDR6X Graphics Card,,,,,,168999
238,,GPU,HASTHIP Intel PCI-E PCI Express 3.0 X4 to NVME M.2 NVME to NVME SSD PCI-e 3.0 x 4 Host Control 1 GB DDR3 Graphics Card,,,,,,699
239,,GPU,Verilux Intel M.2 NVME SSD Convert Adapter Card for MacBook Air Pro Retina (Year 2013-2017) 1 GB DDR3 Graphics Card,,,,,,754
240,,GPU,ITSNAVAKER NVIDIA CONSISTENT GRAPHICS CARD G210 1 GB DDR3 Graphics Card,,,,,,2395
241,,GPU,GMP NVIDIA INKJET PVC ID CARD FOR EPSON PRINTER 800 MICRON 230 PCS 1 GB DDR2 Graphics Card,,,,,,1000
242,,GPU,ASUS NVIDIA GeForce GT 730 2 GB GDDR5 Graphics Card,,,,,,4399
243,,GPU,ZEBRONICS NVIDIA ZEB-GT610 2 GB DDR3 Graphics Card,,,,,,2049
244,,GPU,ASUS NVIDIA Geforce GT 710 2 GB DDR3 Graphics Card,,,,,,4557
245,,GPU,GIGABYTE NVIDIA GV-N710D3-2GL 2 GB DDR3 Graphics Card,,,,,,3999
246,,GPU,GEONIX NVIDIA GX GT730 4GB D3 4 GB DDR3 Graphics Card,,,,,,2990
247,,GPU,GALAX NVIDIA GEFORCE GT 730 4GB DDR3 4 GB GDDR3 Graphics Card,,,,,,6870
248,,GPU,ZOTAC NVIDIA GTX1650AMP 4 GB GDDR6 Graphics Card,,,,,,13950
249,,GPU,ASUS AMD Radeon PH-RX550-4G-EVO 4 GB GDDR5 Graphics Card,,,,,,9999
250,,GPU,GEONIX NVIDIA Geonix610 2 GB DDR3 Graphics Card,,,,,,1890
251,,GPU,Inno3D NVIDIA GEFORCE GTX 1660 Super Twin X2 6 GB GDDR6 Graphics Card,,,,,,21599
252,,GPU,GIGABYTE NVIDIA GV-N1656WF2OC-4GD 4 GB GDDR6 Graphics Card,,,,,,14990
253,,GPU,ZOTAC NVIDIA RTX 3060 Twin Edge OC 12 GB GDDR6 Graphics Card,,,,,,30000
254,,GPU,ZEBRONICS NVIDIA GT730 4 GB DDR3 Graphics Card,,,,,,4099
255,,GPU,amd by Sapphire AMD Radeon Radeon RX 6500 XT 4 GB GDDR6 Graphics Card,,,,,,17345
256,,GPU,mytechvision AMD Radeon RX 580 8 GB GDDR5 Graphics Card,,,,,,10999
257,,GPU,ZOTAC NVIDIA GAMING GeForce RTX 4070 Twin Edge OC 12 GB GDDR6X Graphics Card,,,,,,61848
258,,GPU,ZOTAC NVIDIA GeForce GTX 1650 OC 4 GB GDDR6 Graphics Card,,,,,,13899
259,,GPU,ASRock AMD Radeon RX6600XT PGD 8 GB GDDR6 Graphics Card,,,,,,39999
260,,GPU,Inno3D NVIDIA GEFORCE GTX 1650 Twin X2 OC 4 GB GDDR6 Graphics Card,,,,,,17197
261,,GPU,Inno3D NVIDIA GEFORCE RTX 3060 TWIN X2 12 GB GDDR6 Graphics Card,,,,,,28809
262,,GPU,GIGABYTE NVIDIA GV-N1656WF2OC-4GB 4 GB GDDR6 Graphics Card,,,,,,13799
263,,GPU,ZOTAC NVIDIA GeForce GT 1030 2 GB DDR5 Graphics Card,,,,,,7899
264,,GPU,"FRONTECH NVIDIA GT 610 Graphics Card with 64 Bits PCIe 2.0, High Efficiency 2 GB DDR3 Graphics Card",,,,,,1959
265,,GPU,ASRock AMD Radeon RX6600 CLD 8 GB GDDR6 Graphics Card,,,,,,32999
266,,GPU,ZOTAC NVIDIA GEFORCE RTX 4060 TWIN EDGE OC White Edition 8 GB GDDR6 Graphics Card,,,,,,33261
267,,GPU,ZOTAC NVIDIA RTX 3060 Twin Edge 12 GB GDDR6 Graphics Card,,,,,,29490
268,,GPU,GIGABYTE NVIDIA GV-N3050WF2OC-8GD 8 GB GDDR6 Graphics Card,,,,,,23890
269,,GPU,GIGABYTE AMD Radeon GV-R66XTGAMING OC-8GD 8 GB GDDR6 Graphics Card,,,,,,48999
270,,GPU,Enter NVIDIA E-GT610-2GD3 PCI Express 2.0 Graphics Card 64 bit 2GB HDMI VGA 2 GB DDR3 Graphics Card,,,,,,2299
271,,GPU,Inno3D NVIDIA GeForce GTX1050 TI 4 GB GDDR5 Graphics Card,,,,,,14999
272,,GPU,ZOTAC NVIDIA Geforce GTX 1630 4 GB GDDR6 4 GB GDDR6 Graphics Card,,,,,,15000
273,,GPU,GIGABYTE NVIDIA GV-n3060WF2OC-12GB 12 GB GDDR6 Graphics Card,,,,,,28500
274,,GPU,Colorful NVIDIA GTX-1660 6 GB GDDR6 Graphics Card,,,,,,23010
275,,GPU,sillora AMD Radeon RX 580 8 GB GDDR5 Graphics Card,,,,,,10799
276,,GPU,MSI NVIDIA GeForce RTX 3070 VENTUS 3X PLUS 8G OC LHR 8GB GDDR6 256-bit 8 GB GDDR6 Graphics Card,,,,,,57999
277,,GPU,nVIDIA NVIDIA RTX 3060 Gaming OC 12GB LHR Graphics Card (rev. 2.0) GV-N3060Gaming OC-12GD 12 GB GDDR6 Graphics Card,,,,,,35999
278,,GPU,Acer Intel ARC A380 6 GB GDDR6 Graphics Card,,,,,,11699
279,,GPU,GIGABYTE NVIDIA GV-N308TGAMING OC-12GD 12 GB GDDR6X Graphics Card,,,,,,114999
280,,GPU,ITSNAVAKER NVIDIA CONSISTENT GRAPHICS CARD G210 1 GB DDR3 Graphics Card,,,,,,2395
281,,GPU,GMP NVIDIA INKJET PVC ID CARD FOR EPSON PRINTER 800 MICRON 230 PCS 1 GB DDR2 Graphics Card,,,,,,1000
282,,GPU,MSI AMD Radeon Radeon RX 6500 XT MECH 2X 4G OC 4 GB GDDR6 Graphics Card,,,,,,21999
283,,GPU,ASRock AMD Radeon RX6700XT CLD 12 GB GDDR6 Graphics Card,,,,,,60298
284,,GPU,"Verilux NVIDIA NVME Adapter PCIe x16 with Gel Pad, M.2 NVME or AHCI SSD to PCIE 3.0 Adapter Card for Key M 2230, 2242, 2260, 2280 Size M.2 SSD, Support PCIe x4 x8 x16 Slot 256 MB GDDR5 Graphics Card",,,,,,599
285,,GPU,ZOTAC NVIDIA RTX 3050 Twin Edge 8 GB GDDR6 Graphics Card,,,,,,23500
286,,GPU,MSI NVIDIA GeForce GTX 1050 Ti 4GT OCV1 4 GB GDDR5 Graphics Card,,,,,,14999
287,,GPU,GIGABYTE AMD Radeon GV-R65XTGAMING OC-4GD 4 GB GDDR6 Graphics Card,,,,,,25999
288,,GPU,ASUS AMD Radeon Dual RX 6650XT OC 8 GB GDDR6 Graphics Card,,,,,,39999
289,,GPU,ASRock AMD Radeon RX6700XT PGD 12 GB GDDR6 Graphics Card,,,,,,59999
290,,GPU,MSI NVIDIA GeForce RTX 3050 VENTUS 2X 8G OC 8 GB GDDR6 Graphics Card,,,,,,29434
291,,GPU,Inno3D NVIDIA GEFORCE RTX 3080 Ti X3 12 GB GDDR6X Graphics Card,,,,,,129999
292,,GPU,Inno3D NVIDIA GEFORCE RTX 3070 Ti X3 OC 8 GB GDDR6X Graphics Card,,,,,,79999
293,,GPU,MSI NVIDIA RTX 3090 VENTUS 24 GB GDDR6X Graphics Card,,,,,,204999
294,,GPU,MSI NVIDIA N730K-4GD3 4 GB DDR3 Graphics Card,,,,,,6499
295,,GPU,Inno3D NVIDIA GEFORCE RTX 3050 TWIN X2 8 GB GDDR6 Graphics Card,,,,,,24044
296,,GPU,ZOTAC NVIDIA GeForce GT 710 2 GB DDR3 Graphics Card,,,,,,3957
297,,GPU,Inno3D NVIDIA GTX 1050 Ti 4 GB GDDR5 Graphics Card,,,,,,15999
298,,GPU,GEONIX NVIDIA ?GX GT730 4GB D3 4 GB DDR3 Graphics Card,,,,,,3270
299,,GPU,MSI NVIDIA GeForce RTX 3080 GAMING Z TRIO 12G LHR 12 GB GDDR6X Graphics Card,,,,,,104999
300,,GPU,MSI NVIDIA GeForce GTX 1660 Super Gaming X 6 GB GDDR5 Graphics Card,,,,,,30703
301,,GPU,ZOTAC NVIDIA RTX 3060 Ti Twin Edge LHR 8 GB GDDR6 Graphics Card,,,,,,49999
302,,GPU,MSI AMD Radeon Radeon RX 6400 AERO ITX 4G 4 GB GDDR6 Graphics Card,,,,,,15999
303,,GPU,GIGABYTE AMD Radeon GV-R68XTGAMING OC-16GD 16 GB GDDR6 Graphics Card,,,,,,104999
304,,GPU,GIGABYTE AMD Radeon GV-R69XTAORUS M-16GD 16 GB GDDR6 Graphics Card,,,,,,149999
305,,GPU,MSI NVIDIA GeForce RTX 3070 VENTUS 3X 8G OC LHR 8 GB GDDR6 Graphics Card,,,,,,57999
306,,GPU,ZOTAC NVIDIA RTX 3060 AMP White Edition 12 GB GDDR6 Graphics Card,,,,,,32609
307,,GPU,GALAX NVIDIA GT 730 4 GB DDR3 Graphics Card,,,,,,6400
308,,GPU,AARVEX NVIDIA GT610 1 GB DDR3 Graphics Card,,,,,,2750
309,,GPU,ZOTAC NVIDIA RTX 3070 Twin Edge LHR 8 GB GDDR6 Graphics Card,,,,,,57999
310,,GPU,Inno3D NVIDIA GEFORCE RTX 3060 Ti iChill X3 RED LHR 8 GB GDDR6 Graphics Card,,,,,,55319
311,,GPU,HASTHIP NVIDIA Addressable RGB Graphics Card GPU Brace Support Video Card Sag Holder 1 GB DDR3 Graphics Card,,,,,,1499
312,,GPU,ZOTAC NVIDIA RTX 3050 Twin Edge OC 8 GB GDDR6 Graphics Card,,,,,,32999
313,,GPU,Inno3D NVIDIA GeForce RTX 2060 Super Twin X2 OC 8 GB GDDR6 Graphics Card,,,,,,44999
314,,GPU,MSI NVIDIA GeForce RTX 3080 VENTUS 3X PLUS 12G OC LHR 12 GB GDDR6X Graphics Card,,,,,,117999
315,,GPU,Colorful NVIDIA GT-1050 4 GB DDR5 Graphics Card,,,,,,19499
316,,GPU,Colorful NVIDIA RTX-3050 8 GB GDDR6 Graphics Card,,,,,,28999
317,,GPU,ZOTAC NVIDIA RTX 2060 Twin Fan 12 GB GDDR6 Graphics Card,,,,,,36999
318,,GPU,ASRock AMD Radeon RX6600XT CLD 8 GB GDDR6 Graphics Card,,,,,,39999
319,,GPU,Inno3D NVIDIA GEFORCE RTX 3070 Ti X3 8 GB GDDR6X Graphics Card,,,,,,59999
320,,GPU,ITSNAVAKER NVIDIA CONSISTENT GRAPHICS CARD G210 1 GB DDR3 Graphics Card,,,,,,2395
321,,GPU,GMP NVIDIA INKJET PVC ID CARD FOR EPSON PRINTER 800 MICRON 230 PCS 1 GB DDR2 Graphics Card,,,,,,1000
322,,GPU,Inno3D NVIDIA GEFORCE RTX 3080 Ti iChill X3 12 GB GDDR6X Graphics Card,,,,,,134999
323,,GPU,GIGABYTE AMD Radeon GV-R65XTEAGLE-4GD 4 GB GDDR6 Graphics Card,,,,,,23499
324,,GPU,Inno3D NVIDIA GEFORCE RTX 3080 iChill X4 LHR 12 GB GDDR6X Graphics Card,,,,,,118999
325,,GPU,Inno3D NVIDIA GEFORCE RTX 3090 iChill Frostbite 24 GB GDDR6X Graphics Card,,,,,,203999
326,,GPU,MSI NVIDIA RTX 3060 Ti 8 GB GDDR6 Graphics Card,,,,,,44999
327,,GPU,"amd AMD Radeon Sapphire NITRO+ Radeon™ RX 6600 XT Graphic Card with 8 GB GDDR6, RDNA™ 2 8 GB GDDR6 Graphics Card",,,,,,49499
328,,GPU,amd AMD Radeon RX 6700 XT 12 GB GDDR6 Graphics Card,,,,,,60999
329,,GPU,Verilux NVIDIA Addressable RGB Graphics Card GPU Brace Support Video Card Sag Holder 1 GB DDR3 Graphics Card,,,,,,1499
330,,GPU,MSI AMD Radeon Radeon RX 6600 MECH 2X 8G 8 GB GDDR6 Graphics Card,,,,,,34999
331,,GPU,MSI NVIDIA GeForce RTX 2060 VENTUS GP OC 6 GB GDDR6 Graphics Card,,,,,,32479
332,,GPU,ASRock AMD Radeon RX6500XT PGD 4 GB GDDR6 Graphics Card,,,,,,20999
333,,GPU,"amd AMD Radeon Sapphire Pulse Radeon™ RX 6800 Graphic Card with 16 GB GDDR6, RDNA™ 16 GB GDDR6 Graphics Card",,,,,,99999
334,,GPU,PowerColor AMD Radeon Fighter 6700XT 12 GB GDDR6 Graphics Card,,,,,,62890
335,,GPU,"Xsentuals NVIDIA PCIe Riser Adapter Card VER009S / 009S Black & Gold 16x to 1x 60cm USB 3.0 Extension Cable - GPU Riser Adapter - Mining Bitcoin, Ethereum ETH Zcash ZEC Monero XMR 16 GB GDDR4 Graphics Card",,,,,,499
336,,GPU,GIGABYTE AMD Radeon GV-R69XTGAMING OC-16GD 16 GB GDDR6 Graphics Card,,,,,,139999
337,,GPU,MSI NVIDIA RTX 3070 GAMING 8 GB GDDR6 Graphics Card,,,,,,59499
338,,GPU,GIGABYTE NVIDIA 1650-1 Fan 4 GB GDDR6 Graphics Card,,,,,,13200
339,,GPU,MSI NVIDIA GeForce RTX 3080 SUPRIM X 12G LHR 12 GB GDDR6X Graphics Card,,,,,,184999
340,,GPU,Inno3D NVIDIA GEFORCE RTX 3050 Twin X2 OC 8 GB GDDR6 Graphics Card,,,,,,31413
341,,GPU,amd AMD Radeon RX 6600 8 GB GDDR6 Graphics Card,,,,,,36339
342,,GPU,Inno3D NVIDIA GEFORCE RTX 3060 TI ITWIN X2 LHR 8 GB GDDR6 Graphics Card,,,,,,41499
343,,GPU,Colorful NVIDIA RTX-3080 Ti 12 GB GDDR6X Graphics Card,,,,,,99999
344,,GPU,Inno3D NVIDIA GEFORCE RTX 3060 Twin X2 OC 12 GB GDDR6 Graphics Card,,,,,,47999
345,,GPU,GEONIX NVIDIA GX GT610 2GB D3 2 GB DDR3 Graphics Card,,,,,,2157
346,,GPU,Inno3D NVIDIA RTX 3090 TI 24GB X3 OC 24 GB GDDR6X Graphics Card,,,,,,206999
347,,GPU,LipiWorld NVIDIA VER-14Pro V014 Pro PCI-E 1X to 16X Pcie Riser for Bitcoin ETH Coin Mining 16 GB GDDR4 Graphics Card,,,,,,649
348,,GPU,Dtech NVIDIA NVIDIA GT210 1 GB DDR3 Graphics Card,,,,,,1424
349,,GPU,ASRock AMD Radeon RX6800XT PGD 16 GB GDDR6 Graphics Card,,,,,,94999
350,,GPU,ASUS AMD Radeon Dual RX 6500XT OC 4 GB GDDR6 Graphics Card,,,,,,17999
351,,GPU,MSI NVIDIA GeForce RTX 3080 Ti VENTUS 3X 12G OC 12 GB GDDR6X Graphics Card,,,,,,154999
352,,GPU,MSI NVIDIA GeForce RTX 3050 GAMING X 8G 8 GB GDDR6 Graphics Card,,,,,,32999
353,,GPU,ASUS NVIDIA ROG-STRIX-RTX3080-O10G-V2 10 GB GDDR6X Graphics Card,,,,,,79999
354,,GPU,MSI NVIDIA RTX 3090 Ti GAMING X TRIO 24G 24 GB GDDR6X Graphics Card,,,,,,207999
355,,GPU,Inno3D NVIDIA GEFORCE GTX 1630 TWIN X2 OC 4 GB GDDR6 Graphics Card,,,,,,14999
356,,GPU,MSI NVIDIA GeForce RTX 3080 Ti GAMING X TRIO 12G 12 GB GDDR6X Graphics Card,,,,,,149999
357,,GPU,ZOTAC NVIDIA RTX 3090 Trinity OC 24 GB GDDR6X Graphics Card,,,,,,168999
358,,GPU,HASTHIP Intel PCI-E PCI Express 3.0 X4 to NVME M.2 NVME to NVME SSD PCI-e 3.0 x 4 Host Control 1 GB DDR3 Graphics Card,,,,,,699
359,,GPU,Verilux Intel M.2 NVME SSD Convert Adapter Card for MacBook Air Pro Retina (Year 2013-2017) 1 GB DDR3 Graphics Card,,,,,,754
360,,GPU,ITSNAVAKER NVIDIA CONSISTENT GRAPHICS CARD G210 1 GB DDR3 Graphics Card,,,,,,2395
361,,GPU,GMP NVIDIA INKJET PVC ID CARD FOR EPSON PRINTER 800 MICRON 230 PCS 1 GB DDR2 Graphics Card,,,,,,1000
362,,GPU,Colorful NVIDIA RTX-3070 Ti 8 GB GDDR6 Graphics Card,,,,,,64999
363,,GPU,ASUS NVIDIA GeForce GT 730 2GB GDDR5 64-Bit Graphics Card with 4-HDMI ports 2 GB GDDR5 Graphics Card,,,,,,11899
364,,GPU,MSI AMD Radeon Radeon RX 6600 XT MECH 2X 8G OCV1 8 GB GDDR6 Graphics Card,,,,,,54289
365,,GPU,ZOTAC NVIDIA RTX 3070 Twin Edge OC White Edition LHR 8 GB GDDR6 Graphics Card,,,,,,57999
366,,GPU,GALAX NVIDIA NVIDIA GEFORCE GT 710 2GB GDDR3 Graphics Card (Black) 2 GB GDDR3 Graphics Card,,,,,,3850
367,,GPU,ZEBRONICS NVIDIA ZEBGT730 4 GB GDDR3 Graphics Card,,,,,,4149
368,,GPU,Sapphire AMD Radeon Radeon RX 6400 4 GB GDDR6 Graphics Card,,,,,,14299
369,,GPU,Tobo NVIDIA M.2 To USB 3.0 Pcie 1x To 16x Riser Card Switch Transfer Card Adapter USB 3.0 1 GB DDR3 Graphics Card,,,,,,426
370,,GPU,sillora AMD Radeon AMD 8 GB GDDR5 Graphics Card,,,,,,10799
371,,GPU,GIGABYTE AMD Radeon GV-R66EAGLE-8GD 8 GB GDDR6 Graphics Card,,,,,,41499
372,,GPU,Enter NVIDIA E-GT610-2GD3 PCI Express 2.0 Graphics Card 64 bit 2GB HDMI VGA 2 GB DDR3 Graphics Card,,,,,,2299
373,,GPU,ZOTAC NVIDIA RTX 3080 Ti AMP Holo 12 GB GDDR6X Graphics Card,,,,,,156999
374,,GPU,mytechvision NVIDIA GTX 1050 4 GB GDDR5 Graphics Card,,,,,,11999
375,,GPU,LipiWorld NVIDIA Pack Of 2 VER011-PRO Riser Card 10 Capacitors PCI-E 1X to 16X 16 GB GDDR4 Graphics Card,,,,,,1129
376,,GPU,Inno3D NVIDIA GEFORCE RTX 3080 iChill X4 LHR 10 GB GDDR6X Graphics Card,,,,,,94849
377,,GPU,HASTHIP Intel M.2 NVME SSD Convert Adapter Card for MacBook Air Pro Retina (Year 2013-2017) 1 GB DDR3 Graphics Card,,,,,,754
378,,GPU,"Tobo NVIDIA VER009S PCIE Riser Express Cable 1X to 16X (Dual-6pin / MOLEX) with Led Graphics Extension Ethereum ETH Mining Powered PCI-E Riser Adapter Card, with 24inches USB 3.0 Cable (VER009S) 2 GB DDR2 Graphics Card",,,,,,499
379,,GPU,LipiWorld NVIDIA (Pack Of 2) VER-14Pro V014 Pro PCI-E 1X to 16X Pcie Riser Card 16 GB GDDR4 Graphics Card,,,,,,1199
380,,GPU,ZOTAC NVIDIA RTX 3070 Ti Trinity 8 GB GDDR6X Graphics Card,,,,,,59800
381,,GPU,GALAX NVIDIA GEFORCE GT 710 2GB 2 GB GDDR3 Graphics Card,,,,,,4350
382,,GPU,Selito AMD Radeon AMD RADEON 8 GB DDR5 Graphics Card,,,,,,10799
383,,GPU,Tobo NVIDIA ER010S Plus USB 3.0 PCI-E Riser VER 010S Plus Express 1X to 16X Extender Pcie Riser Adapter Card SATA 6 LED Light 1 GB DDR2 Graphics Card,,,,,,699
384,,GPU,ZEBRONICS NVIDIA ZEB GT730 4 GB GDDR3 Graphics Card,,,,,,4375
385,,GPU,microware NVIDIA PCI-E Extender Riser Card USB 3.0 1x to 16x Adapter for BTC Miner 16 GB GDDR4 Graphics Card,,,,,,599
386,,GPU,Nextar NVIDIA GPU Expansion Card Usb 3.0 PCI-E 1X to 16X Extender Riser Ver 009s Card 16 GB GDDR4 Graphics Card,,,,,,499
387,,GPU,GIGABYTE NVIDIA GeForce RTX™ 3060 VISION OC 12G 12 GB GDDR6 Graphics Card,,,,,,88600
388,,GPU,ASUS NVIDIA GeForce Dual GTX 1650 4GB DDR6 GRAPHIC CARD 4 GB GDDR6 Graphics Card,,,,,,15999
389,,GPU,ZOTAC NVIDIA GeForce GT 730 Zone Edition 4 GB DDR3 Graphics Card,,,,,,7950
390,,GPU,Selito NVIDIA GTX 1060 3 GB GDDR5 Graphics Card,,,,,,12999
391,,GPU,Etzin NVIDIA NVIDIA M.2 to PCI-E X16 Slot Adapter Card(EPL-409HS) 1 GB DDR2 Graphics Card,,,,,,443
392,,GPU,Etzin NVIDIA NVIDIA PCIe x1 to 4 USB Hub PCI-Expres(EPL-750PC) 1 GB DDR2 Graphics Card,,,,,,2999
393,,GPU,srigs NVIDIA gt730ddr3 4 GB DDR3 Graphics Card,,,,,,3999
394,,GPU,Xsentuals NVIDIA STC PCIe Riser Adapter VER 008S PCI-E 16x to 1x 60 cm USB 3.0 Extension Cable and 4 Pin 6 PinB-SATA Power -Ethereum Mining ETH 16 GB GDDR4 Graphics Card,,,,,,479
395,,GPU,ASUS NVIDIA DUAL-RTX3060-O12G 12 GB GDDR6 Graphics Card,,,,,,85000
396,,GPU,GIGABYTE NVIDIA GeForce RTX™ 2060 D6 6G 6 GB GDDR6 Graphics Card,,,,,,54500
397,,GPU,"Verilux NVIDIA Cable GPU Riser Adapter-Mining Bitcoin, Ethereum ETH Zcash ZEC Monero 1 GB DDR2 Graphics Card",,,,,,1307
398,,GPU,Nextron NVIDIA GT610 2 GB DDR3 Graphics Card,,,,,,2999
399,,GPU,ZEB NVIDIA -GT610-1GD3 1 GB DDR3 Graphics Card,,,,,,2550
400,,GPU,ITSNAVAKER NVIDIA CONSISTENT GRAPHICS CARD G210 1 GB DDR3 Graphics Card,,,,,,2395
401,,GPU,GMP NVIDIA INKJET PVC ID CARD FOR EPSON PRINTER 800 MICRON 230 PCS 1 GB DDR2 Graphics Card,,,,,,1000
402,,GPU,ASUS NVIDIA GeForce GT 730 2 GB GDDR5 Graphics Card,,,,,,4399
403,,GPU,ZEBRONICS NVIDIA ZEB-GT610 2 GB DDR3 Graphics Card,,,,,,2049
404,,GPU,ASUS NVIDIA Geforce GT 710 2 GB DDR3 Graphics Card,,,,,,4557
405,,GPU,GIGABYTE NVIDIA GV-N710D3-2GL 2 GB DDR3 Graphics Card,,,,,,3999
406,,GPU,GEONIX NVIDIA GX GT730 4GB D3 4 GB DDR3 Graphics Card,,,,,,2990
407,,GPU,GALAX NVIDIA GEFORCE GT 730 4GB DDR3 4 GB GDDR3 Graphics Card,,,,,,6870
408,,GPU,ZOTAC NVIDIA GTX1650AMP 4 GB GDDR6 Graphics Card,,,,,,13950
409,,GPU,ASUS AMD Radeon PH-RX550-4G-EVO 4 GB GDDR5 Graphics Card,,,,,,9999
410,,GPU,GEONIX NVIDIA Geonix610 2 GB DDR3 Graphics Card,,,,,,1890
411,,GPU,Inno3D NVIDIA GEFORCE GTX 1660 Super Twin X2 6 GB GDDR6 Graphics Card,,,,,,21599
412,,GPU,GIGABYTE NVIDIA GV-N1656WF2OC-4GD 4 GB GDDR6 Graphics Card,,,,,,14990
413,,GPU,ZOTAC NVIDIA RTX 3060 Twin Edge OC 12 GB GDDR6 Graphics Card,,,,,,30000
414,,GPU,ZEBRONICS NVIDIA GT730 4 GB DDR3 Graphics Card,,,,,,4099
415,,GPU,amd by Sapphire AMD Radeon Radeon RX 6500 XT 4 GB GDDR6 Graphics Card,,,,,,17345
416,,GPU,mytechvision AMD Radeon RX 580 8 GB GDDR5 Graphics Card,,,,,,10999
417,,GPU,ZOTAC NVIDIA GAMING GeForce RTX 4070 Twin Edge OC 12 GB GDDR6X Graphics Card,,,,,,61848
418,,GPU,ZOTAC NVIDIA GeForce GTX 1650 OC 4 GB GDDR6 Graphics Card,,,,,,13899
419,,GPU,ASRock AMD Radeon RX6600XT PGD 8 GB GDDR6 Graphics Card,,,,,,39999
420,,GPU,Inno3D NVIDIA GEFORCE GTX 1650 Twin X2 OC 4 GB GDDR6 Graphics Card,,,,,,17197
421,,GPU,Inno3D NVIDIA GEFORCE RTX 3060 TWIN X2 12 GB GDDR6 Graphics Card,,,,,,28809
422,,GPU,GIGABYTE NVIDIA GV-N1656WF2OC-4GB 4 GB GDDR6 Graphics Card,,,,,,13799
423,,GPU,ZOTAC NVIDIA GeForce GT 1030 2 GB DDR5 Graphics Card,,,,,,7899
424,,GPU,"FRONTECH NVIDIA GT 610 Graphics Card with 64 Bits PCIe 2.0, High Efficiency 2 GB DDR3 Graphics Card",,,,,,1959
425,,GPU,ASRock AMD Radeon RX6600 CLD 8 GB GDDR6 Graphics Card,,,,,,32999
426,,GPU,ZOTAC NVIDIA GEFORCE RTX 4060 TWIN EDGE OC White Edition 8 GB GDDR6 Graphics Card,,,,,,33261
427,,GPU,ZOTAC NVIDIA RTX 3060 Twin Edge 12 GB GDDR6 Graphics Card,,,,,,29490
428,,GPU,GIGABYTE NVIDIA GV-N3050WF2OC-8GD 8 GB GDDR6 Graphics Card,,,,,,23890
429,,GPU,GIGABYTE AMD Radeon GV-R66XTGAMING OC-8GD 8 GB GDDR6 Graphics Card,,,,,,48999
430,,GPU,Enter NVIDIA E-GT610-2GD3 PCI Express 2.0 Graphics Card 64 bit 2GB HDMI VGA 2 GB DDR3 Graphics Card,,,,,,2299
431,,GPU,Inno3D NVIDIA GeForce GTX1050 TI 4 GB GDDR5 Graphics Card,,,,,,14999
432,,GPU,ZOTAC NVIDIA Geforce GTX 1630 4 GB GDDR6 4 GB GDDR6 Graphics Card,,,,,,15000
433,,GPU,GIGABYTE NVIDIA GV-n3060WF2OC-12GB 12 GB GDDR6 Graphics Card,,,,,,28500
434,,GPU,Colorful NVIDIA GTX-1660 6 GB GDDR6 Graphics Card,,,,,,23010
435,,GPU,sillora AMD Radeon RX 580 8 GB GDDR5 Graphics Card,,,,,,10799
436,,GPU,MSI NVIDIA GeForce RTX 3070 VENTUS 3X PLUS 8G OC LHR 8GB GDDR6 256-bit 8 GB GDDR6 Graphics Card,,,,,,57999
437,,GPU,nVIDIA NVIDIA RTX 3060 Gaming OC 12GB LHR Graphics Card (rev. 2.0) GV-N3060Gaming OC-12GD 12 GB GDDR6 Graphics Card,,,,,,35999
438,,GPU,Acer Intel ARC A380 6 GB GDDR6 Graphics Card,,,,,,11699
439,,GPU,GIGABYTE NVIDIA GV-N308TGAMING OC-12GD 12 GB GDDR6X Graphics Card,,,,,,114999
440,,GPU,ITSNAVAKER NVIDIA CONSISTENT GRAPHICS CARD G210 1 GB DDR3 Graphics Card,,,,,,2395
441,,GPU,GMP NVIDIA INKJET PVC ID CARD FOR EPSON PRINTER 800 MICRON 230 PCS 1 GB DDR2 Graphics Card,,,,,,1000
442,,GPU,MSI AMD Radeon Radeon RX 6500 XT MECH 2X 4G OC 4 GB GDDR6 Graphics Card,,,,,,21999
443,,GPU,ASRock AMD Radeon RX6700XT CLD 12 GB GDDR6 Graphics Card,,,,,,60298
444,,GPU,"Verilux NVIDIA NVME Adapter PCIe x16 with Gel Pad, M.2 NVME or AHCI SSD to PCIE 3.0 Adapter Card for Key M 2230, 2242, 2260, 2280 Size M.2 SSD, Support PCIe x4 x8 x16 Slot 256 MB GDDR5 Graphics Card",,,,,,599
445,,GPU,ZOTAC NVIDIA RTX 3050 Twin Edge 8 GB GDDR6 Graphics Card,,,,,,23500
446,,GPU,MSI NVIDIA GeForce GTX 1050 Ti 4GT OCV1 4 GB GDDR5 Graphics Card,,,,,,14999
447,,GPU,GIGABYTE AMD Radeon GV-R65XTGAMING OC-4GD 4 GB GDDR6 Graphics Card,,,,,,25999
448,,GPU,ASUS AMD Radeon Dual RX 6650XT OC 8 GB GDDR6 Graphics Card,,,,,,39999
449,,GPU,ASRock AMD Radeon RX6700XT PGD 12 GB GDDR6 Graphics Card,,,,,,59999
